AGE,INCOME,INCPER,SPENDING
32.75,2500,11041.66699,129.8135892
32.75,2333.333333,28000,14.833333
32.75,2333.333333,14000,21.1333331
32.75,2166.666667,9666.666992,248.332873
32.75,2083.333333,25000,310.8416684
32.75,1833.333333,11000,145.4458274
32.75,1830.5,10983,43.1991674
32.75,1716.666667,20600,367.4533355
32.75,1583.333333,6333.333496,1
32.75,1583.333333,20500,120.4105746
32.75,1394.166667,8334.5,23.0875135
32.6666679,4800,19200,107.0833325
32.6666679,4000,65250,273.0396986
32.6666679,3750,25000,0.6
32.6666679,3750,22500,82.1066718
32.6666679,3750,45000,663.6683084
32.6666679,3333.333333,13333.33301,28.4166665
32.6666679,3083.333333,12333.33301,12.5458336
32.6666679,3083.333333,7400,234.2050007
32.6666679,3041.666667,18250,1637.526713
32.6666679,3000,36000,5.4999999
32.6666679,3000,42000,106.267143
32.6666679,2916.666667,32500,93.7430079
32.6666679,2916.666667,35000,133.7466637
32.6666679,2900,11600,1461.445838
32.6666679,2750,11000,96.2866656
32.6666679,2625,10500,154.8908427
32.6666679,2500,60000,237.0749973
32.6666679,2470,29640,154.9083354
32.6666679,2333.333333,28750,99.8179764
32.6666679,2333.333333,10933.33301,130.3593442
32.6666679,2300,9200,416.3083151
32.6666679,2166.666667,6500,171.9761131
32.6666679,2000,12000,23.9877775
32.6666679,1969,11814,157.4166596
32.6666679,1929,7716,131.9533214
32.6666679,1916.666667,23000,5.5000001
32.6666679,1916.666667,5750,14.2916671
32.6666679,1916.666667,18375,66.9138338
32.6666679,1833.333333,11000,17.5916669
32.6666679,1800,7200,13.75
32.6666679,1733.333333,20800,19.8275004
32.6666679,1733.333333,20800,163.2150024
32.6666679,1541.666667,8091.333496,152.2899205
32.6666679,1163.583333,20263,65.7252615
32.5833321,7500,25000,748.5585473
32.5833321,5833.333333,23333.33398,219.3166626
32.5833321,4416.666667,13250,96.4899968
32.5833321,4083.333333,16333.33301,250.0549924
32.5833321,3750,9000,121.6508355
32.5833321,3166.666667,38000,375.9183623
32.5833321,3000,18000,47.672499
32.5833321,2925,35100,125.358334
32.5833321,2916.666667,13666.66699,75.168903
32.5833321,2916.666667,35000,94.2541612
32.5833321,2916.666667,8750,506.8724851
32.5833321,2633.333333,31600,174.5625054
32.5833321,2583.333333,31000,65.1749973
32.5833321,2500,14000,114.5333238
32.5833321,2500,30000,164.7041738
32.5833321,2500,33600,308.0922551
32.5833321,2166.666667,26000,25.3583331
32.5833321,2166.666667,35500,186.6882419
32.5833321,2083.333333,6000,57.870138
32.5833321,2083.333333,25000,62.0208331
32.5833321,2083.333333,25000,147.6150006
32.5833321,2083.333333,12500,1633.600891
32.5833321,1833.333333,7333.333496,384.651646
32.5833321,1791.666667,7166.666504,25.4175002
32.5833321,1750,21000,165.4675044
32.5833321,1683.333333,20200,666.3383241
32.5833321,1650,20000,46.4846257
32.5833321,1625,6500,184.6666634
32.5833321,1511.833333,18142,81.8516671
32.5833321,1500,24000,55.2037507
32.5833321,1375,16500,4.6666668
32.5833321,1316.666667,15800,159.0149908
32.5833321,1250,19000,10.3124999
32.5833321,1000,29000,8.8962065
32.5833321,333.3333333,5333.333496,174.4408409
32.5,5416.666667,25000,200.6333275
32.5,3466.666667,13866.66699,118.4433371
32.5,3416.666667,41000,103.6400005
32.5,3166.666667,18500,87.0382575
32.5,3083.333333,37000,10.6583332
32.5,2666.666667,16666.66602,10.8949331
32.5,2666.666667,16000,181.625843
32.5,2600,31200,9.1666667
32.5,2583.333333,31000,132.3283318
32.5,2500,11200,4.2857142
32.5,2500,26500,99.7683965
32.5,2500,10000,175.3024943
32.5,2500,30000,240.2966656
32.5,2416.666667,5800,797.9882707
32.5,2100,12600,276.1475086
32.5,1969.666667,10909,24.6907975
32.5,1833.333333,28000,10.6130353
32.5,1833.333333,11000,381.8625063
32.5,1750,22664,47.0517115
32.5,1750,21000,139.6766677
32.5,1716.666667,10300,1
32.5,1583.333333,6688.333496,16.2783876
32.5,1516.666667,18200,16.9533337
32.5,1508.333333,15550,36.8338886
32.5,1000,16000,55.6737483
32.4166679,3511.25,42135,78.1966676
32.4166679,3500,21000,245.2566512
32.4166679,3366.666667,40400,861.2591823
32.4166679,3333.333333,20000,1
32.4166679,3333.333333,13333.33301,718.3374961
32.4166679,3172,30532,339.4248706
32.4166679,3166.666667,19000,1272.130847
32.4166679,3083.333333,37700,97.65498
32.4166679,3025,36300,384.2216659
32.4166679,2750,16500,66.8191649
32.4166679,2666.666667,10666.66699,255.2983363
32.4166679,2666.666667,32000,317.8808292
32.4166679,2666.666667,32000,434.0399901
32.4166679,2600,12733.33301,57.7172771
32.4166679,2509,30108,294.3974946
32.4166679,2500,7500,49.6850023
32.4166679,2500,10000,186.9533211
32.4166679,2500,6000,319.146663
32.4166679,2500,17500,461.8128389
32.4166679,2450,14700,258.7825
32.4166679,2291.666667,9166.666992,863.4642139
32.4166679,2250,42000,154.5798127
32.4166679,2166.666667,26000,71.3600001
32.4166679,2083.333333,25000,143.2083392
32.4166679,2083.333333,25000,616.3325161
32.4166679,2000,14050,79.6558708
32.4166679,2000,6000,240.1383221
32.4166679,1958.333333,15500,0.7580645
32.4166679,1870,8448,56.7596335
32.4166679,1833.333333,5500,12.3333332
32.4166679,1833.333333,7333.333496,616.7208254
32.4166679,1800,31200,146.803844
32.4166679,1666.666667,20000,432.1783284
32.4166679,1666.666667,20000,2199.60928
32.4166679,1583.333333,4750,41.999999
32.4166679,1500,10000,68.4930012
32.4166679,1273,7638,7.2499998
32.3333321,5000,12000,147.3783329
32.3333321,4250,51000,430.7758231
32.3333321,4166.666667,12500,1298.724115
32.3333321,3750,45000,343.7374905
32.3333321,3708.333333,44500,738.8950232
32.3333321,3500,10500,6.7499998
32.3333321,3500,12600,310.6811084
32.3333321,3083.333333,18500,604.3050153
32.3333321,3000,10250,182.8075647
32.3333321,3000,18000,389.9558187
32.3333321,2964,11856,198.1958237
32.3333321,2750,33000,1
32.3333321,2600,31200,1
32.3333321,2583.333333,15500,296.5600037
32.3333321,2416.666667,14500,178.3308362
32.3333321,2375,28500,116.404999
32.3333321,2340,9360,223.6991742
32.3333321,2166.666667,6500,1
32.3333321,2083.333333,27500,206.3833332
32.3333321,2000,24000,40.4583327
32.3333321,2000,4800,87.6091644
32.3333321,1950,23400,76.7724959
32.3333321,1775,21300,176.694997
32.3333321,1625,6500,230.5199951
32.3333321,1516.666667,9100,47.2174988
32.3333321,1458.333333,17500,229.1591559
32.3333321,1333.333333,11600,6.537931
32.3333321,208.3333333,5250,138.2363091
32.25,5166.666667,62000,1019.2791
32.25,4583.333333,18333.33398,110.4841583
32.25,4333.333333,13000,103.7774949
32.25,4333.333333,24666.66602,181.8477536
32.25,4000,17000,434.8658621
32.25,3500,10500,134.2366599
32.25,3500,42000,188.4691678
32.25,3333.333333,13666.66699,856.0658495
32.25,3120,39440,43.0605906
32.25,3083.333333,15666.66699,30.2265079
32.25,3017.333333,9052,150.3750007
32.25,2916.666667,8750,755.1450407
32.25,2635.416667,17612.5,135.710685
32.25,2608.333333,10433.33301,53.2116635
32.25,2316.666667,6950,243.3641707
32.25,2262,7348.799805,166.2290572
32.25,2250,13500,326.6583234
32.25,2166.666667,26000,164.5766646
32.25,2083.333333,25000,21.6075006
32.25,2083.333333,49000,110.3639447
32.25,1755,21060,289.1891717
32.25,1733.333333,13000,136.5699947
32.25,1666.666667,6666.666504,5.5
32.25,1666.666667,10000,121.7533275
32.25,1560,28320,48.7830497
32.25,1375,4060,43.4256159
32.1666679,6541.666667,39250,147.9283419
32.1666679,5000,60000,501.1608452
32.1666679,5000,20000,660.3349745
32.1666679,4333.333333,52000,271.4191601
32.1666679,3750,17000,53.702204
32.1666679,3583.333333,43000,323.9875138
32.1666679,3333.333333,26250,81.247619
32.1666679,3333.333333,40000,208.4283282
32.1666679,3333.333333,40000,289.6558245
32.1666679,3333.333333,13333.33301,336.0841672
32.1666679,3166.666667,38000,1
32.1666679,3083.333333,11950,118.5502925
32.1666679,3000,36000,914.9566591
32.1666679,2916.666667,20162.5,74.6124191
32.1666679,2916.666667,17500,153.982495
32.1666679,2666.666667,10666.66699,1
32.1666679,2550,6120,592.0499928
32.1666679,2500,15000,6.9166668
32.1666679,2500,15000,33.9325005
32.1666679,2500,30000,58.6908311
32.1666679,2500,10000,294.725839
32.1666679,2500,30000,512.2633278
32.1666679,2483.333333,30800,6.0470778
32.1666679,2375,7125,241.7449942
32.1666679,2358.333333,38050,19.8955325
32.1666679,2333.333333,28000,127.3649968
32.1666679,2333.333333,9333.333008,296.0825165
32.1666679,2253.333333,13520,239.6624927
32.1666679,2250,10666.66699,152.5956988
32.1666679,2166.666667,74000,216.3311231
32.1666679,2166.666667,31000,393.4890181
32.1666679,2166.666667,8666.666992,418.6499938
32.1666679,2083.333333,8333.333008,190.891667
32.1666679,2000,8000,262.7158165
32.1666679,1916.666667,11500,383.3950013
32.1666679,1833.333333,5500,164.1183334
32.1666679,1750,5250,85.2791639
32.1666679,1666.666667,6666.666504,38.7816659
32.1666679,1646.666667,6586.666504,11.9941667
32.1666679,1466.666667,17600,1
32.1666679,1000,30000,93.4963375
32.0833321,5000,15000,104.6466641
32.0833321,5000,12000,318.7358379
32.0833321,5000,30000,408.7983444
32.0833321,4166.666667,26000,618.7489256
32.0833321,3750,45000,70.6241629
32.0833321,3583.333333,10750,325.89249
32.0833321,3333.333333,8400,36.6865067
32.0833321,3083.333333,12333.33301,339.3508364
32.0833321,3041.666667,55500,347.4290498
32.0833321,3000,12000,447.7200061
32.0833321,3000,9000,1491.973311
32.0833321,2966.666667,8900,27.525834
32.0833321,2958.333333,11833.33301,144.5000027
32.0833321,2916.666667,8750,26.3574987
32.0833321,2916.666667,7000,160.3966625
32.0833321,2833.333333,34000,5.5
32.0833321,2800,33600,113.7708262
32.0833321,2791.666667,33500,50.4608323
32.0833321,2750,8250,435.7408397
32.0833321,2608.333333,41300,39.926448
32.0833321,2500,17000,23.4308816
32.0833321,2500,54000,198.2375048
32.0833321,2500,15000,419.6483269
32.0833321,2307.5,18220,184.4537245
32.0833321,2250,46500,145.7196716
32.0833321,2200,8800,26.4841674
32.0833321,2166.666667,13000,97.1533346
32.0833321,2083.333333,25000,148.0699982
32.0833321,2083.333333,12500,173.6891611
32.0833321,2000,24000,1
32.0833321,2000,24000,285.2825224
32.0833321,1916.666667,23000,79.1666635
32.0833321,1458.333333,20500,134.3174791
32.0833321,1368,8208,56.4999985
32.0833321,1333.333333,16000,351.4466683
32.0833321,1250,3750,174.0458421
32.0833321,833.3333333,13500,37.8549378
32,4750,14250,169.4391761
32,4166.666667,55000,58.1803033
32,4166.666667,17333.33398,189.467147
32,3700,44400,9.1666669
32,3625,21750,504.8708469
32,3466.666667,12400,293.6315596
32,3333.333333,28500,75.8502943
32,3250,39000,836.1067027
32,3166.666667,20875,398.4607061
32,3041.666667,12166.66699,18.4999994
32,3000,36000,268.0483237
32,2916.666667,11666.66699,148.7000162
32,2866.666667,34400,689.7700349
32,2833.333333,19000,70.2401968
32,2833.333333,34000,99.3199994
32,2790.666667,9152,103.9395282
32,2583.333333,10625,87.283846
32,2541.666667,30500,127.5558296
32,2500,20000,112.7715595
32,2391.666667,7175,528.1324896
32,2383.333333,28600,353.8499827
32,2333.333333,7000,26.4283332
32,2291.666667,14750,57.083477
32,2250,13500,170.5191582
32,2166.666667,26000,6.4166667
32,2166.666667,13000,127.7833314
32,2083.333333,25000,1
32,2083.333333,15100,54.1680454
32,2083.333333,8333.333008,55.9166656
32,2083.333333,25000,98.875002
32,2083.333333,25000,113.4308365
32,2083.333333,25000,151.5058335
32,2083.333333,12500,233.0108391
32,2000,12000,1
32,2000,8000,227.7983427
32,2000,24000,493.6808348
32,1900,22800,127.9833324
32,1750,8550,30.566154
32,1666.666667,20000,6.9166666
32,1666.666667,13500,228.125304
31.916666,5000,65000,176.4969155
31.916666,4000,16000,1254.645824
31.916666,3750,9000,58.299168
31.916666,3433.333333,8240,1
31.916666,3416.666667,12000,138.1614615
31.916666,3391.666667,40700,233.541657
31.916666,3000,9000,8.4166664
31.916666,3000,36000,33.3333341
31.916666,3000,18000,190.4966533
31.916666,2937.5,8812.5,244.5958373
31.916666,2916.666667,7000,65.1416648
31.916666,2750,8605.599609,4.1542716
31.916666,2666.666667,6400,8.3333335
31.916666,2416.666667,14666.66699,97.6942964
31.916666,2333.333333,15000,413.7163212
31.916666,2083.333333,25000,13.7499999
31.916666,1666.666667,20000,194.9158311
31.916666,1650,19800,104.630002
31.916666,1500,27000,172.6966649
31.916666,1333.333333,63000,324.962755
31.916666,1000,15600,2.5961539
31.833334,5416.666667,32500,1098.428356
31.833334,5000,30000,204.5550011
31.833334,5000,60000,400.6950185
31.833334,4583.333333,13750,188.6733342
31.833334,4533,11879.2002,271.8922335
31.833334,4416.666667,10600,75.9466702
31.833334,4166.666667,50000,51.6425003
31.833334,3750,11250,238.6216633
31.833334,3583.333333,14333.33301,38.4166661
31.833334,3500,10400,325.8863389
31.833334,3500,42000,581.0341388
31.833334,3416.666667,42500,160.6580925
31.833334,3166.666667,7600,495.2324877
31.833334,3000,20250,56.1451837
31.833334,2916.666667,35000,642.0091415
31.833334,2900,34800,522.4299937
31.833334,2868.416667,23210.5,239.7331671
31.833334,2833.333333,11333.33301,141.3333317
31.833334,2583.333333,15500,337.0583368
31.833334,2500,18750,27.8786663
31.833334,2500,30000,55.5241667
31.833334,2500,30000,95.6466701
31.833334,2500,30000,137.23501
31.833334,2312.5,20375,16.2209817
31.833334,2300,27600,143.364998
31.833334,2250,8750,52.8351422
31.833334,2166.666667,7750,91.7282787
31.833334,2150,25800,232.9666793
31.833334,2083.333333,25000,33.2316655
31.833334,2083.333333,25000,78.3250046
31.833334,2083.333333,12500,134.0733375
31.833334,2083.333333,12500,207.4683396
31.833334,2083.333333,14750,212.1243005
31.833334,2083.333333,12500,384.9624967
31.833334,2041.666667,6578.25,44.5259146
31.833334,2016,24192,116.9358298
31.833334,1950,34300,37.5639346
31.833334,1900,11400,106.4900007
31.833334,1883.333333,22600,61.8066665
31.833334,1833.333333,22000,57.7566667
31.833334,1708.333333,5125,167.5916733
31.833334,1700,27600,91.2185512
31.833334,1666.666667,30000,83.7488907
31.833334,1666.666667,6666.666504,112.0999952
31.833334,1605,4752,77.8857371
31.833334,1500,9000,31.8816667
31.833334,1500,18000,58.5991647
31.833334,1333.333333,20000,46.7653324
31.75,5416.666667,22333.33398,541.5187248
31.75,5083.333333,61000,345.7291772
31.75,3750,15000,263.5558136
31.75,3750,22500,1300.871708
31.75,3666.666667,14666.66699,354.5466612
31.75,3500,21000,54.8558338
31.75,3333.333333,13333.33301,59.1983336
31.75,3333.333333,40000,155.4699863
31.75,3166.666667,38000,204.8675021
31.75,3166.666667,9500,584.2400243
31.75,3083.333333,57000,446.4547435
31.75,2919.333333,8758,29.3358326
31.75,2916.666667,17500,30.7858324
31.75,2792.75,8378.25,19.6758337
31.75,2500,30000,115.9333251
31.75,2500,30000,183.8341728
31.75,2500,10000,228.0816622
31.75,2468.333333,29620,15.5141661
31.75,2333.333333,28000,89.7233312
31.75,2296.833333,13781,202.3633406
31.75,2083.333333,12500,111.8691716
31.75,2000,12000,185.9758347
31.75,2000,12000,373.9166558
31.75,1833.333333,11000,120.4824994
31.75,1833.333333,22000,183.5049937
31.75,1750,21000,140.5708361
31.75,1416.666667,5000,149.4607578
31.75,1360,10035,123.015967
31.666666,5000,21540,643.6923891
31.666666,3750,15000,339.1274717
31.666666,3653.083333,43837,124.6800048
31.666666,3205.833333,38470,229.9200151
31.666666,3098.333333,44680,178.6687092
31.666666,3083.333333,12333.33301,53.9991674
31.666666,3083.333333,13333.33301,502.2280005
31.666666,2916.666667,35000,95.4249982
31.666666,2916.666667,8750,636.3008358
31.666666,2725,32700,160.3766696
31.666666,2666.666667,16000,36.7500012
31.666666,2658.333333,12633.33301,338.181375
31.666666,2500,30000,54.2308344
31.666666,2500,10000,67.3970021
31.666666,2500,15000,501.56001
31.666666,2416.666667,4833.333496,22.2500002
31.666666,2333.333333,9333.333008,178.5850078
31.666666,2303.583333,7177,112.3779211
31.666666,2166.666667,26000,27.1891668
31.666666,2166.666667,4333.333496,76.1100072
31.666666,2166.666667,27000,258.2642585
31.666666,2083.333333,8333.333008,52.9775008
31.666666,2041.666667,12250,206.2041573
31.666666,2004.166667,24050,25.5833342
31.666666,2000,27000,120.2548146
31.666666,1916.666667,23000,36.3033336
31.666666,1916.666667,3833.333252,371.7825065
31.666666,1916.666667,23000,706.1183502
31.666666,1841.666667,9275,444.802192
31.666666,1791.666667,7166.666504,111.9491649
31.666666,1750,21000,37.789166
31.666666,1733.333333,25600,77.9248416
31.666666,1666.666667,6666.666504,15.9133334
31.666666,1666.666667,10000,81.2524992
31.666666,1600,19200,7.2499998
31.666666,1516.666667,28200,47.1328389
31.666666,1500,18000,269.3733349
31.583334,6250,75000,350.4799912
31.583334,5833.333333,70000,682.0050068
31.583334,5416.666667,21666.66602,602.9208408
31.583334,5000,20000,381.918326
31.583334,4333.333333,14125,244.1292716
31.583334,4166.666667,50000,1216.435929
31.583334,4000,12000,760.8975172
31.583334,3975,33233.33203,125.5167034
31.583334,3833.333333,12125,51.7389341
31.583334,3750,50000,349.8562519
31.583334,3583.333333,12250,132.8348961
31.583334,3583.333333,53000,395.3207619
31.583334,3300,14533.33301,119.3063501
31.583334,3250,13000,167.7833395
31.583334,3166.666667,12666.66699,405.8366492
31.583334,3000,20500,541.5790379
31.583334,2916.666667,35000,165.9341746
31.583334,2775,33300,272.6008326
31.583334,2500,30000,45.9916657
31.583334,2500,7500,116.7024951
31.583334,2500,30000,534.0441689
31.583334,2333.333333,28000,154.6633293
31.583334,2083.333333,25000,174.5033388
31.583334,2016.666667,14600,146.371324
31.583334,2000,24000,149.4108438
31.583334,1875,12750,267.9477911
31.583334,1833.333333,22000,41.9166656
31.583334,1791.666667,7166.666504,111.178336
31.583334,1750,7000,108.0441652
31.583334,1750,21000,153.1833317
31.583334,1416.666667,8500,5.5
31.583334,1250,27000,3.75
31.583334,1250,15000,171.4391634
31.5,7083.333333,85000,361.7091617
31.5,6375,76500,170.9599989
31.5,4583.333333,55000,544.2466494
31.5,4166.666667,15000,416.6749927
31.5,4000,16000,98.7999961
31.5,4000,24000,220.2616632
31.5,2583.333333,15500,23.0866685
31.5,2583.333333,7750,43.9866668
31.5,2583.333333,15500,341.8208584
31.5,2500,22500,52.4622202
31.5,2500,36000,71.8736136
31.5,2500,30500,1881.266385
31.5,2475,29700,80.0783375
31.5,2375,9500,745.0383268
31.5,2325,15825,208.0371838
31.5,2250,27000,121.7300026
31.5,2250,27000,204.2308375
31.5,2125,35500,188.881373
31.5,2072,24864,152.166662
31.5,2050,6150,570.3875303
31.5,2000,12000,42.1566665
31.5,1941.666667,29525,48.9181592
31.5,1914.916667,25479,53.8121736
31.5,1908.416667,11450.5,99.0216707
31.5,1733.333333,6175,164.3003494
31.5,1666.666667,27000,278.8339307
31.5,1333.333333,16000,300.4608353
31.5,1266.666667,7600,53.6799997
31.416666,5916.666667,23666.66602,333.3083323
31.416666,4725,56700,295.6649976
31.416666,4583.333333,18333.33398,152.2583359
31.416666,3583.333333,12750,143.7970595
31.416666,3541.666667,42500,547.5216452
31.416666,3500,14000,46.3083335
31.416666,3333.333333,20000,209.5300208
31.416666,3333.333333,10000,255.325834
31.416666,3083.333333,37000,157.8841678
31.416666,2916.666667,35000,14.8650003
31.416666,2800,35600,92.9773033
31.416666,2666.666667,32000,179.7625025
31.416666,2583.333333,15333.33301,23.4920462
31.416666,2500,7500,60.2500001
31.416666,2500,30000,93.7704183
31.416666,2500,7500,96.7249926
31.416666,2500,30000,413.0975157
31.416666,2416.666667,29000,180.5050087
31.416666,2391.666667,28700,288.7916713
31.416666,2234.083333,8936.333008,45.7666634
31.416666,2208.333333,26500,12.9166662
31.416666,2166.666667,13000,39.5291674
31.416666,2083.333333,15000,144.1069413
31.416666,2000,11500,43.9921729
31.416666,2000,8000,303.8100302
31.416666,1750,7166.666504,76.2177929
31.416666,1666.666667,6666.666504,31
31.416666,1583.333333,12400,9.3212365
31.416666,1500,10500,349.1421416
31.416666,1166.666667,10000,3.85
31.333334,5416.666667,65000,841.0383016
31.333334,3416.666667,41000,1
31.333334,3333.333333,13333.33301,451.0050019
31.333334,3208.333333,9625,419.6383152
31.333334,2936.333333,35236,148.4933409
31.333334,2916.666667,35000,37.0666649
31.333334,2916.666667,8750,152.4383326
31.333334,2750,20333.33398,362.1308096
31.333334,2708.333333,32500,147.7916632
31.333334,2666.666667,10666.66699,109.692504
31.333334,2666.666667,10666.66699,198.3916561
31.333334,2666.666667,32000,360.5208397
31.333334,2583.333333,6200,422.5608421
31.333334,2500,10000,51.6449986
31.333334,2500,7500,70.7500009
31.333334,2500,15000,180.5124991
31.333334,2416.666667,9666.666992,108.2366655
31.333334,2333.333333,7000,14.4166665
31.333334,2291.666667,27500,334.2558444
31.333334,2166.666667,8666.666992,327.1149943
31.333334,2149.333333,7952,60.1175443
31.333334,2125,25500,231.5024985
31.333334,2083.333333,8333.333008,13.7575
31.333334,2083.333333,11041.66699,146.4603779
31.333334,2083.333333,13750,323.6765042
31.333334,2083.333333,30000,339.4506872
31.333334,2000,13666.66699,231.6331714
31.333334,1958.333333,26300,263.1463843
31.333334,1875,22500,115.5208354
31.333334,1833.333333,7333.333496,77.2966674
31.333334,1833.333333,22000,83.8874976
31.333334,1833.333333,17333.33398,218.2428092
31.333334,1725,6900,159.3816709
31.333334,1608.333333,11900,140.4581803
31.333334,1583.333333,19000,798.7091392
31.333334,1500,9000,1
31.333334,1342,7626,711.2530025
31.333334,1333.333333,5333.333496,472.2100496
31.25,5000,15000,313.4041652
31.25,4583.333333,13750,324.7883109
31.25,4416.666667,17666.66602,217.9850123
31.25,4166.666667,16666.66602,309.9100043
31.25,4000,16000,232.3841751
31.25,4000,48000,404.5733213
31.25,3750,15000,54.0541671
31.25,3500,42000,166.8933313
31.25,3333.333333,8000,667.2449907
31.25,3250,19500,298.7874951
31.25,3166.666667,18988.33398,25.7241285
31.25,3166.666667,19000,73.1250023
31.25,3083.333333,12333.33301,157.6424958
31.25,2965.416667,8896.25,65.3008309
31.25,2916.666667,7000,4.6666665
31.25,2916.666667,35000,90.178332
31.25,2875,34500,267.6899936
31.25,2875,8625,1255.205035
31.25,2750,33000,161.2475002
31.25,2666.666667,16000,168.5099999
31.25,2500,7500,74.6774999
31.25,2500,27500,254.8009157
31.25,2479.166667,35750,150.1965896
31.25,2275,28300,193.2037724
31.25,2250,13500,230.1724926
31.25,2120,25440,327.4375051
31.25,2101.666667,25220,37.1666672
31.25,2100,25200,35.4108324
31.25,1958.333333,23500,137.4016743
31.25,1916.666667,28000,67.8965456
31.25,1801.5,9988.666992,225.7802521
31.25,1416.666667,17000,691.2717
31.25,1011,5244,9.5470481
31.166666,5000,20000,157.486666
31.166666,4166.666667,50000,38.3816659
31.166666,4166.666667,12500,83.5516645
31.166666,4000,42500,26.0235295
31.166666,4000,48000,941.4616823
31.166666,3833.333333,11500,181.4500007
31.166666,3750,48600,106.9344138
31.166666,3750,20000,771.6025226
31.166666,3500,20666.66602,178.4508936
31.166666,3333.333333,40000,79.7358342
31.166666,3333.333333,32500,113.6943574
31.166666,3333.333333,26000,298.5641112
31.166666,2916.666667,35000,426.2558185
31.166666,2916.666667,17500,483.1441678
31.166666,2916.666667,35000,509.6041846
31.166666,2833.333333,11333.33301,178.3850168
31.166666,2791.666667,33500,224.0941754
31.166666,2666.666667,5333.333496,23.5083327
31.166666,2666.666667,4375,127.0041863
31.166666,2666.666667,23500,372.9168971
31.166666,2666.666667,16000,382.7641408
31.166666,2508.333333,30100,660.1491908
31.166666,2500,27500,61.6181875
31.166666,2500,10500,142.1910711
31.166666,2500,30000,240.214169
31.166666,2400,39800,47.6357818
31.166666,2333.333333,25500,60.9860116
31.166666,2083.333333,25000,43.6641664
31.166666,2083.333333,25000,49.3333326
31.166666,2000,24000,451.2999952
31.166666,1833.333333,11000,69.3808347
31.166666,1833.333333,8350,416.7609289
31.166666,1666.666667,10666.66699,116.3885494
31.166666,1666.666667,10000,205.9358358
31.166666,1466.666667,5866.666504,211.8233403
31.083334,6416.666667,77000,891.8775506
31.083334,4250,12750,721.0600749
31.083334,4166.666667,50000,1578.389977
31.083334,4073.333333,8146.666504,41.9425004
31.083334,3583.333333,44000,757.0321076
31.083334,3500,14000,70.5166692
31.083334,3333.333333,10000,466.4824903
31.083334,3250,19500,283.9466669
31.083334,3000,46000,14.5434779
31.083334,2791.666667,92500,31.8277149
31.083334,2500,28000,4.2857142
31.083334,2500,30000,166.8758318
31.083334,2500,5000,370.5300018
31.083334,2358.75,9435,134.0416646
31.083334,2333.333333,33000,20.1119197
31.083334,2333.333333,14000,115.1733324
31.083334,2333.333333,7000,202.6366542
31.083334,2115.583333,6346.75,152.4133361
31.083334,2083.333333,25000,72.0933313
31.083334,2083.333333,25000,132.787507
31.083334,2083.333333,25000,149.8783318
31.083334,2000,8500,4.3921568
31.083334,1916.666667,6500,200.8769785
31.083334,1750,21000,144.781664
31.083334,1750,7000,193.6491746
31.083334,1750,21000,263.8666816
31.083334,1666.666667,20000,310.739999
31.083334,1500,18000,31.2916674
31.083334,1500,7890,175.4391789
31.083334,1400,5600,44.622501
31.083334,1386.666667,9570,43.541621
31,4333.333333,17333.33398,197.9625088
31,4260,17040,126.7199981
31,3750,11250,33.5833349
31,3750,23333.33398,536.6614647
31,3750,45000,1550.632529
31,3666.666667,11000,759.3791385
31,3416.666667,41000,160.6191701
31,3333.333333,40000,18.0833337
31,3333.333333,40000,127.610825
31,3333.333333,50000,156.1399922
31,3238.916667,12955.66699,139.5450008
31,3000,36000,175.8249924
31,3000,12333.33301,177.4179786
31,2983.333333,17900,990.7625223
31,2916.666667,35000,33.083333
31,2916.666667,35000,325.8891683
31,2833.333333,11333.33301,41.4591663
31,2833.333333,34000,232.0475106
31,2773.333333,11093.33301,87.105
31,2694.833333,32338,158.3183258
31,2500,30000,323.3975172
31,2500,30000,569.5224553
31,2500,30000,667.0900434
31,2335.833333,24343.33398,98.0048861
31,2200,8580,0.6153846
31,2166.666667,26000,182.4175181
31,2166.666667,26000,380.8833311
31,2083.333333,8333.333008,12.3333331
31,2008.333333,36100,29.8034447
31,2000,13500,339.4436836
31,1916.666667,11500,631.1199789
31,1833.333333,22000,53.5899972
31,1666.666667,20000,218.5041706
31,1421.333333,8528,22.3383332
31,1333.333333,16000,220.2158372
31,1316.666667,10900,25.5964843
31,958.3333333,18350,51.5350903
31,916.6666667,17000,85.8048536
30.916666,4583.333333,55000,161.4166719
30.916666,3750,9000,145.569169
30.916666,3692.25,44307,147.2383335
30.916666,3666.666667,14666.66699,276.8249884
30.916666,3083.333333,15000,144.3174783
30.916666,3000,9000,486.5375161
30.916666,2916.666667,8750,219.0691698
30.916666,2833.333333,10000,112.0583303
30.916666,2750,16500,788.8149768
30.916666,2666.666667,32000,390.5583223
30.916666,2500,10000,86.0283338
30.916666,2500,30000,118.3999982
30.916666,2500,5000,215.7350071
30.916666,2500,30000,335.0058571
30.916666,2416.666667,29000,199.5666592
30.916666,2333.916667,28007,89.5850004
30.916666,2333.333333,14000,278.7883331
30.916666,2083.333333,10000,1120.709007
30.916666,2083.333333,11666.66699,1157.883927
30.916666,2000,24000,191.8766648
30.916666,2000,27000,481.7081392
30.916666,1916.666667,3833.333252,36.8083343
30.916666,1916.666667,23000,181.9541659
30.916666,1903.166667,22838,4.6666667
30.916666,1865.416667,24385,17.9771543
30.916666,1666.666667,20000,111.6666694
30.916666,1666.666667,10333.33301,137.2403279
30.916666,1625,19500,1
