fiscal_year,fund,category,code,tax,July,August,September,October,November,December,January,February,March,April,May,June,
2007,Highway Fund,Gasoline Tax,0322,Gas Tx Ref,-26782.93,-22179.91,-7851.77,-26254.11,-25911.82,-56433.45,-41393.72,-35957.74,-36333.59,-42210.42,-15406.38,-38213.76,
2007,Highway Fund,Gasoline Tax,0333,Shrinkage,0.00,0.00,-255590.36,-108025.31,-326.03,-651.94,0.00,542.38,-299627.54,-123426.67,-340.86,0.00,
2007,Highway Fund,Other Tax,0324,Carrier,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2007,Highway Fund,Other Tax,0332,Refunds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2007,Highway Fund,Other Tax,0623,Use Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2007,Other Special Revenue,Property Tax,0106,Re Est Tx ,19109931.96,-154579.31,2774023.50,-2182987.42,-251250.42,99389.46,93929.28,5004.73,176786.70,170879.62,4875.45,18580.67,
2007,Other Special Revenue,Property Tax,0161,Int Real Est.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1137.76,
2007,Other Special Revenue,Property Tax,0170,Re Est Tr,0.00,-1500000.00,0.00,0.00,0.00,1014341.29,1208186.23,931097.15,784388.38,1129514.27,1021060.28,2693064.47,
2007,Other Special Revenue,Property Tax,0181,Per Prop,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-134541.01,0.00,
2007,Other Special Revenue,Property Tax,0182,Auto Ex,123456.14,132094.76,103085.43,103348.07,98223.80,83591.81,75933.49,64287.79,73227.63,83646.18,105714.76,123140.22,
2007,Other Special Revenue,Property Tax,0183,Boat Ex,7189.07,965.43,1109.50,225.80,326.90,209.30,50.80,237.80,325.90,791.67,1515.90,10566.23,
2007,Other Special Revenue,Other Tax,0321,Gas Tax,377396.38,436581.37,439163.77,370630.08,374505.56,346774.53,350155.27,341087.15,201489.02,474149.61,326768.11,369098.11,
2007,Other Special Revenue,Other Tax,0401,1040 Payments,0.00,0.00,0.00,1042511.65,0.00,0.00,916760.91,0.00,150000.00,1189923.28,0.00,1067845.95,
2007,Other Special Revenue,Other Tax,0621,Sale Tx,3.95,4.20,10.15,0.60,0.55,0.43,-18.58,2.40,25.30,6.93,51.18,9.48,
2007,Other Special Revenue,Other Tax,0670,Nurse Tax,2559711.02,2527799.27,2314536.82,2939114.62,2362244.77,2736786.87,2634357.59,2800515.79,2438469.90,2539263.26,2413790.80,2337823.76,
2007,Other Special Revenue,Other Tax,0671,Rs Treat,115405.99,166871.98,253910.24,140263.96,224565.41,94592.75,157834.02,145339.03,155842.49,133698.84,149344.00,142535.89,
2007,Other Special Revenue,Other Tax,0675,Service Prov.,2893309.23,2203984.39,2674607.19,2563901.23,2383502.73,3709907.74,3148994.17,2409045.05,2742404.00,2839883.00,2763519.90,2843131.97,
2007,Other Special Revenue,Other Tax,0801,Rail Fr GF,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,-20000.00,0.00,
2007,Other Special Revenue,Other Tax,0906,Fir Inv Tx,244131.00,412813.00,233861.00,269817.00,308333.00,367579.00,125487.00,459274.00,576242.79,461546.13,444098.11,325123.05,
2007,Other Special Revenue,Other Tax,1419,Blueberry,0.00,0.00,0.00,69514.51,1133556.63,37.60,28975.22,1097.34,48.10,0.00,0.00,0.00,
2007,Other Special Revenue,Other Tax,1901,Potato Tx,49595.54,36929.90,12610.53,56590.22,62057.09,50403.73,57930.83,50418.14,62232.00,73787.10,85689.71,91876.94,
2007,Other Special Revenue,Other Tax,1903,Mahog Quah ,9060.35,14116.85,7525.80,10251.65,3420.00,10258.72,2331.60,-964.97,0.00,0.00,0.00,4688.00,
2007,Other Special Revenue,Other Tax,1913,Hospital tax,147136.35,139476.00,139476.00,139476.00,28915243.43,10988.56,451713.58,159921.69,479324.81,0.00,29050678.16,173621.00,
2007,Other Special Revenue,Other Tax,2654,Recycle ,145720.81,138188.65,146494.45,193587.85,126849.67,141882.83,222155.02,139434.39,164073.02,124782.29,114098.64,245505.23,
2007,Other Special Revenue,"Transit, Aviation and Rail Trnasfers",0321,Gas Tax,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2007,Other Special Revenue,"Transit, Aviation and Rail Trnasfers",0322,Refunds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2007,Other Special Revenue,"Transit, Aviation and Rail Trnasfers",0331,Aero. Gas,70159.37,35794.82,213493.54,171308.55,77397.25,79728.76,78639.21,53548.91,100743.97,78911.77,74321.05,89564.12,
2007,Other Special Revenue,"Transit, Aviation and Rail Trnasfers",0332,Refunds,-6003.42,-8250.31,-4790.42,0.00,-1218.66,-101.81,-7407.47,-18425.53,0.00,-10694.69,0.00,-394.15,
2007,Other Special Revenue,"Transit, Aviation and Rail Trnasfers",0801,Rail Fr GF,-17502.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,579917.10,0.00,0.00,
2008,General Fund,Property Tax,0170,Rel Est Tra,2652022.65,1227645.91,3366073.93,1929563.10,1232863.77,1069193.07,984073.03,716517.66,582677.64,726857.69,911615.75,2066135.46,
2008,General Fund,Property Tax,0175,Comm For ex ,5042.89,-28350.46,-2856.80,13183.12,-4961.78,1237.82,-1050.30,-3606.29,3482311.22,26344.58,10184.90,2482.74,
2008,General Fund,Estate Tax,0212,Estate TX,2017093.52,-2800286.45,2323653.43,2353464.13,4534935.15,2707184.20,3520694.93,6303404.05,2721417.34,1958519.54,3454507.04,10795990.03,
2008,General Fund,Estate Tax,0221,Inheritance,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2008,General Fund,Motor Fuel Tax,0321,Gas Tax,21319.36,24611.32,25464.83,20865.77,22009.02,19908.67,19529.54,17179.40,21281.14,17290.64,17918.40,21796.40,
2008,General Fund,Motor Fuel Tax,0331,Aero. Gas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2008,General Fund,Motor Fuel Tax,0332,Refunds,0.00,0.00,-17.02,-128.89,128.89,0.00,-0.45,0.00,0.00,0.00,0.00,17.47,
2008,General Fund,Individual Income Tax,0401,Payments,4895293.54,2480527.32,5090046.00,10081952.03,7176062.58,3727952.48,3574778.06,7845432.16,22144420.21,238818725.09,9472561.26,9261872.45,
2008,General Fund,Individual Income Tax,0402,Withhold,91734571.91,57044760.48,77257210.20,94981913.45,114397452.39,96641035.10,111512360.73,110668304.33,91068607.65,87565133.35,111726649.80,135284094.30,
2008,General Fund,Individual Income Tax,0403,Estimate,4297720.64,5493361.03,60753488.19,5536259.57,3243232.74,32030197.55,64940242.84,1429585.06,3650545.54,41639384.32,2976851.99,55557280.58,
2008,General Fund,Individual Income Tax,0404,Fiduciary,41155.20,1186368.28,2260149.11,352654.97,-20949.06,1069568.73,1960968.19,180516.71,584135.58,12828095.89,-255691.59,1950515.46,
2008,General Fund,Individual Income Tax,0408,Refunds,-5429236.53,-2590044.51,-3086308.95,-4677165.86,-4791032.12,-6707364.33,-13839203.80,-84755979.55,-49546899.45,-45696744.79,-18521731.39,-10462682.50,
2008,General Fund,Individual Income Tax,0410,T&R Claims,-782282.82,-8280285.22,-11992881.37,-7546195.60,-5335807.76,-2499060.36,-2978393.96,-1177126.10,-1502791.74,-1495238.53,-497150.46,-2602166.35,
2008,General Fund,Individual Income Tax,0493,BETR Clains,0.00,-3195951.00,-11923405.64,-5534443.47,-10598565.89,-6795244.00,-16451039.78,-2180773.00,-9171704.79,-1778219.99,0.00,-246028.73,
2008,General Fund,Corporate Income Tax,0415,Payments,7127700.88,-1159264.51,5191555.29,4666599.03,2318887.00,2853900.49,1581774.80,4494362.67,22986666.62,2621117.10,1180898.03,6023821.76,
2008,General Fund,Corporate Income Tax,0417,Estimate Pay,0.00,2416259.48,34061295.19,6298128.89,3099531.91,26726816.09,4014579.03,2632102.26,4605970.55,27933335.99,3052001.90,32365146.21,
2008,General Fund,Corporate Income Tax,0418,Refunds,0.00,-2356883.34,-1258084.55,-3663219.12,-5508976.82,-2811870.98,-1527926.03,-666290.40,-1427127.88,-1817529.79,-872203.64,-668505.76,
2008,General Fund,Cigarette & Tobacco Tax,0511,Cig Tx,13574457.80,16122885.23,11613328.60,12801369.17,11149000.83,10293221.23,12192653.81,11319756.50,10145654.52,11511131.96,11339986.85,11694555.41,
2008,General Fund,Cigarette & Tobacco Tax,0512,Tob Tx,791090.51,59794.00,254592.30,845107.99,228799.36,683650.86,563489.79,370020.03,578270.25,643240.89,295557.13,1427816.91,
2008,General Fund,Sales & Use Tax,0621,Sales Tx,91286479.88,-11172305.26,95027535.24,82568324.74,73378916.68,68823554.37,84151205.18,57496812.05,58233081.30,66032073.63,65439957.69,170941283.86,
2008,General Fund,Sales & Use Tax,0623,Use Tax,5249649.52,9342239.61,4229313.81,10643082.69,6381369.30,4917000.54,11944361.55,5235200.72,4599259.00,5885276.89,6685266.37,8401720.02,
2008,General Fund,Sales & Use Tax,0625,Spec Tx Ref,71148.00,0.00,160252.00,111886.00,164663.00,40025.00,191680.00,163931.00,119459.00,88006.00,87107.00,53075.00,
2008,General Fund,Sales & Use Tax,0631,Sale Abat,-24598.38,-118128.27,-903731.24,-61439.19,-222237.96,-65310.68,-109159.77,-44778.26,-104224.49,-167058.92,-183092.44,-25759.13,
2008,General Fund,Sales & Use Tax,0633,Use Abat,-156735.96,-132655.78,-47924.82,-95398.12,-96421.09,-94368.47,-122377.78,-99927.99,-42133.04,-51346.86,-880009.94,-65794.50,
2008,General Fund,Sales & Use Tax,0675,Service Prov.,4269329.99,-167789.58,4419397.13,4649707.86,4250762.43,4183203.00,4413498.66,4203024.82,4310696.38,4338195.16,4427405.89,8803231.83,
2008,General Fund,Business & Special Industry Tax,0801,Rail Tx,0.00,0.00,0.00,0.00,0.00,0.00,-245.14,245.14,0.00,0.00,0.00,0.00,
2008,General Fund,Business & Special Industry Tax,0822,Tele Prop ,0.00,347980.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16510491.78,0.00,
2008,General Fund,Business & Special Industry Tax,0901,Insur Prem ,1660243.01,12696.18,27422.00,7353055.28,3803900.00,0.00,474.00,699327.36,12259222.81,9652709.46,12567344.35,22337622.23,
2008,General Fund,Business & Special Industry Tax,0903,Unauth Ins,127726.50,39230.07,31658.77,291332.94,86528.07,1018.07,61283.60,156349.31,316399.41,262957.75,85456.29,413397.38,
2008,General Fund,Business & Special Industry Tax,1195,Container Fee,88304.03,89056.56,96465.00,122824.63,83749.90,116459.50,2764.33,17325.56,137385.00,23395.00,57275.00,44270.00,
2008,General Fund,Business & Special Industry Tax,1493,Milk Handling,172.35,0.00,0.00,291.95,170.12,0.00,20009.56,0.00,37530.35,136879.35,258616.83,178326.31,
2008,General Fund,Business & Special Industry Tax,1903,Mahog Qua,0.00,0.00,0.00,0.00,0.00,2006.00,1970.19,3936.00,4254.00,4975.80,4216.88,8155.14,
2008,General Fund,Business & Special Industry Tax,1913,Hospital tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2008,Highway Fund,Special Fuel Tax,0311,Spec Fu ,3584307.02,-1494172.93,5222005.25,4486180.68,4310169.52,6058816.08,3996292.49,4446891.72,5219021.69,4353700.77,3687354.64,10828989.22,
2008,Highway Fund,Special Fuel Tax,0312,Use Fuel,-211162.99,-754741.25,-204895.71,-77572.52,-694111.42,-228286.81,-63526.39,-867860.29,-142773.39,-118869.81,-700611.30,-134361.37,
2008,Highway Fund,Special Fuel Tax,0325,Off-H Ref,-234910.38,-458620.66,-241534.61,-296329.37,-430782.18,-211423.82,-259744.22,-395578.19,-698280.06,-230909.80,-469187.58,-434396.22,
2008,Highway Fund,Special Fuel Tax,0326,Spec Int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2008,Highway Fund,Gasoline Tax,0321,Gas Tax,15303831.57,1536416.42,18394249.36,15102908.84,15908067.94,14388828.89,14115421.90,12649395.48,15405055.44,12775512.86,12945816.11,32104929.58,
2008,Highway Fund,Gasoline Tax,0322,Gas Tx Ref,-15264.90,-26358.39,-13234.68,-23106.20,-29595.64,-23065.48,-28138.99,-34731.64,-236116.62,-373775.87,-14392.42,-2885.97,
2008,Highway Fund,Gasoline Tax,0333,Shrinkage,255342.59,-491605.42,-14928.91,-15738.59,-554.74,-918.64,-102593.12,-19258.50,-274967.12,-42084.69,-2882.52,-3324.38,
2008,Other Special Revenue,Property Tax,0106,Re Est Tx ,18803660.30,18333.77,-1078468.21,1211830.74,23206.42,48975.00,-93719.62,-172285.69,94831.29,292850.98,203.23,9094.56,
2008,Other Special Revenue,Property Tax,0161,Int Real Est.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.74,
2008,Other Special Revenue,Property Tax,0170,Re Est Tr,44.15,-1500000.00,0.00,418249.51,1197481.18,1069193.07,981924.74,716517.68,582677.65,726857.67,895908.43,2066042.35,
2008,Other Special Revenue,Property Tax,0181,Per Prop,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65082.58,0.00,
2008,Other Special Revenue,Property Tax,0182,Auto Ex,127671.92,96619.63,123288.48,88605.33,97863.82,101635.60,64386.03,73240.72,69839.91,90445.76,102210.93,114026.02,
2008,Other Special Revenue,Property Tax,0183,Boat Ex,6842.22,2138.01,2716.80,282.10,202.00,86.00,28.80,304.90,521.90,183.90,1838.30,12713.66,
2008,Other Special Revenue,Other Tax,0321,Gas Tax,373471.77,431140.13,446091.94,365525.80,385553.25,348759.38,342118.09,117287.31,556463.05,302896.93,313894.01,381828.48,
2008,Other Special Revenue,Other Tax,0401,1040 Payments,0.00,0.00,0.00,2734116.45,-1400000.00,60407.58,1087840.33,0.00,0.00,672886.54,0.00,1649999.83,
2008,Other Special Revenue,Other Tax,0621,Sale Tx,8.86,8.89,-77.65,7.27,1.00,-253.38,-32.47,2.57,1.80,-35.23,17.50,6.80,
2008,Other Special Revenue,Other Tax,0670,Nurse Tax,2479272.78,2672183.95,2789519.00,4620419.67,730449.23,2709819.90,2726223.36,2380321.83,2323828.58,2669146.67,2847204.23,2395193.24,
2008,Other Special Revenue,Other Tax,0671,Rs Treat,143308.95,133803.51,166828.29,67155.67,148144.22,230467.86,145189.06,155886.40,165566.08,176045.32,140722.42,146157.36,
2008,Other Special Revenue,Other Tax,0675,Service Prov.,3156992.38,3248523.00,2831886.48,3231193.00,3005796.75,2799362.00,3485786.93,2658515.00,3206068.89,2903510.60,3052544.53,2914702.23,
2008,Other Special Revenue,Other Tax,0801,Rail Fr GF,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,0.00,
2008,Other Special Revenue,Other Tax,0906,Fir Inv Tx,243273.41,334372.41,326785.02,405747.82,570381.00,346672.82,185347.98,410394.43,446696.41,418879.34,611770.32,471888.64,
2008,Other Special Revenue,Other Tax,1419,Blueberry,0.00,29.74,0.00,815552.99,408524.86,21647.35,835.45,468.77,-19.38,38.76,0.00,0.00,
2008,Other Special Revenue,Other Tax,1901,Potato Tx,59828.63,39557.51,24946.39,50387.24,71285.41,48402.37,56438.96,64126.73,69566.89,66774.79,66048.95,107081.38,
2008,Other Special Revenue,Other Tax,1903,Mahog Quah ,11700.40,11944.20,16881.60,4814.40,5744.70,4906.40,8.30,0.00,0.00,0.00,76.80,-76.80,
2008,Other Special Revenue,Other Tax,1913,Hospital tax,650278.95,148124.29,147962.00,147962.00,29778100.60,-379969.64,150563.61,151499.31,148142.66,150562.35,29269100.48,153183.87,
2008,Other Special Revenue,Other Tax,1980,Waste Oil Fee,0.00,0.00,0.00,0.00,0.00,109700.00,117835.00,127887.00,116710.00,103213.00,0.00,230640.00,
2008,Other Special Revenue,Other Tax,2654,Recycle ,175611.98,158719.69,108162.36,193045.47,58594.01,183375.30,172923.97,85247.45,83630.95,82856.67,115880.22,132682.86,
2008,Other Special Revenue,"Transit, Aviation and Rail Trnasfers",0321,Gas Tax,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2008,Other Special Revenue,"Transit, Aviation and Rail Trnasfers",0322,Refunds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2008,Other Special Revenue,"Transit, Aviation and Rail Trnasfers",0331,Aero. Gas,0.00,0.00,296383.32,151531.96,78943.26,42829.28,368378.80,67622.19,-104408.50,74173.63,110831.99,27766.97,
2008,Other Special Revenue,"Transit, Aviation and Rail Trnasfers",0332,Refunds,108086.43,3639.75,-127726.85,-165.97,-128.89,-1612.93,-5431.64,0.00,0.00,0.00,0.00,-17.47,
2008,Other Special Revenue,"Transit, Aviation and Rail Trnasfers",0801,Rail Fr GF,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,535063.56,0.00,
2009,General Fund,Property Tax,0170,Rel Est Tra,1945185.58,1588267.00,1699958.96,1858897.92,1803647.83,1416893.40,1670179.39,1071271.08,710140.75,1038660.55,854733.67,1526909.67,
2009,General Fund,Property Tax,0175,Comm For ex ,1781.51,1697.52,1693.90,15239.34,-12830.42,1340.33,1490.63,1751.34,3454364.95,50048.32,-65482.23,1435.74,
2009,General Fund,Estate Tax,0212,Estate TX,2699799.97,-4317214.80,3663409.37,2598764.92,2903300.19,4213599.44,3918390.55,3469027.99,1615718.20,1742574.13,2270016.38,7041801.24,
2009,General Fund,Estate Tax,0221,Inheritance,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2009,General Fund,Motor Fuel Tax,0321,Gas Tax,19975.67,24180.98,24014.59,0.00,41633.42,19426.60,20455.80,19296.09,17977.42,19042.19,18952.00,21117.18,
2009,General Fund,Motor Fuel Tax,0332,Refunds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2009,General Fund,Individual Income Tax,0401,Payments,7023506.66,1993967.91,5838338.93,12887671.25,4473176.33,4383877.48,3624933.75,7341700.07,18676943.86,139070343.19,7683137.09,11050400.39,
2009,General Fund,Individual Income Tax,0402,Withhold,109161614.50,43547965.23,88108747.65,109525872.14,107507461.19,94256979.47,112475767.94,105647758.11,86679605.44,101347251.03,93243996.57,130598109.99,
2009,General Fund,Individual Income Tax,0403,Estimate,4266013.84,3662687.00,66963963.64,4981443.54,2346342.60,27240500.51,55636768.97,1507239.07,2811749.79,26566493.25,2492040.73,40049542.50,
2009,General Fund,Individual Income Tax,0404,Fiduciary,99695.95,51942.64,2413696.93,691435.93,-47607.03,-99602.33,621923.29,199849.22,-69313.09,1116866.17,-519619.56,-1249167.18,
2009,General Fund,Individual Income Tax,0408,Refunds,-7519592.77,-3354677.60,-3357567.63,-5472769.02,-7142333.83,-1879951.47,-7884568.50,-85554055.76,-72077959.76,-49759527.15,-20763676.95,-17679602.70,
2009,General Fund,Individual Income Tax,0410,T&R Claims,-672968.46,-13372663.11,-9538685.92,-10080534.09,-4518342.63,-1638617.46,-2241536.44,-1241081.28,-1596402.81,-1559599.87,-962368.27,-1328872.11,
2009,General Fund,Individual Income Tax,0493,BETR Clains,-8164.00,-3277191.42,-14952926.25,-9662584.96,-5908550.00,-2100020.81,-22701492.07,-4016918.31,-1827392.69,-1546217.00,-5393.00,-2636.00,
2009,General Fund,Individual Income Tax,0494,BETR Muni,0.00,0.00,0.00,0.00,0.00,-8148290.00,0.00,0.00,-22371.00,0.00,0.00,0.00,
2009,General Fund,Corporate Income Tax,0415,Payments,2436195.76,-507319.15,3994962.65,6775134.68,1469951.87,8963593.43,2653230.13,-957341.20,17171184.65,5625563.92,4252424.51,4298353.15,
2009,General Fund,Corporate Income Tax,0417,Estimate Pay,6280023.48,1292835.90,28193140.95,4632321.92,2371798.17,26025268.72,6379445.81,1721648.56,4816362.96,16207325.70,2577163.67,22288119.73,
2009,General Fund,Corporate Income Tax,0418,Refunds,-1337985.83,-519327.56,-1129089.77,-6185736.20,-11737666.46,-2363155.93,-4556628.75,-1515159.00,-1953825.92,-3314812.51,-555757.23,-706279.17,
2009,General Fund,Cigarette & Tobacco Tax,0511,Cig Tx,13799906.20,15101573.36,11405327.53,11924281.01,11917235.74,10303670.95,9910419.42,10510602.26,7435428.82,12458141.30,10120426.26,12685502.13,
2009,General Fund,Cigarette & Tobacco Tax,0512,Tob Tx,789130.15,-486021.82,666938.79,713673.40,944724.01,542325.13,219498.10,609410.72,551023.42,413637.76,601731.09,1286125.90,
2009,General Fund,Sales & Use Tax,0621,Sales Tx,89987103.03,-4870895.63,92162002.94,91574892.72,67566205.91,62861790.54,71587006.14,53486563.18,53665346.52,58294071.53,57777122.27,154456155.65,
2009,General Fund,Sales & Use Tax,0623,Use Tax,8235288.17,6263661.45,6987455.47,1846594.26,9102816.77,5581717.33,9818276.58,4285352.65,4795670.68,5602606.48,6203689.18,6612423.47,
2009,General Fund,Sales & Use Tax,0625,Spec Tx Ref,211500.00,142777.48,45568.00,0.00,317268.00,78733.00,163179.00,264135.00,128833.00,89057.00,90721.00,24163.00,
2009,General Fund,Sales & Use Tax,0631,Sale Abat,-55644.64,-77648.72,-250497.09,-803580.42,-89080.27,-190867.27,-79479.54,-114897.05,-388033.89,-243366.25,-164953.91,-117354.70,
2009,General Fund,Sales & Use Tax,0633,Use Abat,-40544.15,-241780.95,-14873.99,-869036.37,-53985.65,-38097.00,-72586.55,-38474.61,-67242.99,677307.34,-227880.49,-52532.42,
2009,General Fund,Sales & Use Tax,0675,Service Prov.,4601685.31,157629.40,4505940.51,-3611.05,9085446.66,4358131.16,4441186.25,4158429.68,4179476.15,4387673.97,4105056.62,8835550.28,
2009,General Fund,Business & Special Industry Tax,0801,Rail Tx,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.33,0.00,0.00,6.33,0.00,
2009,General Fund,Business & Special Industry Tax,0822,Tele Prop ,0.00,0.00,0.00,0.00,231237.60,0.00,0.00,0.00,0.00,0.00,19305245.26,0.00,
2009,General Fund,Business & Special Industry Tax,0901,Insur Prem ,1139997.50,9972.00,76527.96,5966214.20,4808636.33,4703.98,38841.06,430897.60,16111804.75,9779673.11,13715314.57,25950484.08,
2009,General Fund,Business & Special Industry Tax,0903,Unauth Ins,177866.84,18472.80,5416.69,258265.12,61589.35,1653.00,29366.77,52233.12,351420.06,209409.18,152689.40,365651.43,
2009,General Fund,Business & Special Industry Tax,1195,Container Fee,35873.00,22668.14,31993.00,44780.00,10862.00,67570.00,35926.00,-400932.38,51275.42,1278240.80,64018.40,47848.60,
2009,General Fund,Business & Special Industry Tax,1493,Milk Handling,135164.33,20849.03,70388.10,231553.80,134645.62,334514.86,294627.99,138839.67,712797.81,1828043.22,1367967.77,1335833.85,
2009,General Fund,Business & Special Industry Tax,1903,Mahog Qua,0.00,0.00,0.00,0.00,0.00,-68.97,0.00,0.00,0.00,0.00,0.00,0.00,
2009,General Fund,Business & Special Industry Tax,1913,Hospital tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2009,Highway Fund,Special Fuel Tax,0311,Spec Fu ,4051399.56,-1588762.59,5819929.23,4068521.07,5049867.29,5053889.71,3447006.71,4501260.80,4433864.93,3803432.13,4093358.15,8803457.74,
2009,Highway Fund,Special Fuel Tax,0312,Use Fuel,-94453.67,-771122.90,-152103.38,-48163.39,-691924.18,-368078.27,-81510.55,-638947.71,-922650.68,-51183.87,-628696.63,-238459.46,
2009,Highway Fund,Special Fuel Tax,0325,Off-H Ref,-531987.44,-276535.81,-170916.22,-135435.53,-369543.37,-477965.60,-511133.81,-526775.48,-381646.53,-946522.06,-478309.05,-232683.84,
2009,Highway Fund,Special Fuel Tax,0326,Spec Int,0.00,565.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.61,0.00,0.00,
2009,Highway Fund,Gasoline Tax,0321,Gas Tax,14331678.04,1115813.87,17365535.89,15363791.97,14738675.80,13849595.23,14801646.13,14558531.39,13018271.46,13807781.50,13725823.70,29552218.19,
2009,Highway Fund,Gasoline Tax,0322,Gas Tx Ref,-25792.10,-6153.21,-66209.02,-8661.76,-58000.33,-20980.41,-53926.60,-648344.36,-34023.83,-21357.77,-45534.55,-9015.93,
2009,Highway Fund,Gasoline Tax,0333,Shrinkage,-2782.16,-44563.06,-221694.28,-18003.75,-122786.88,0.00,1960.27,5690.79,-308082.25,-110810.56,-6124.41,0.00,
2009,Other Special Revenue,Property Tax,0106,Re Est Tx ,20567118.17,-23062.13,-31711.83,3414333.81,-3365852.89,44662.48,74614.31,25875.08,134201.21,241183.92,54057.13,-8092.00,
2009,Other Special Revenue,Property Tax,0161,Int Real Est.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3748.86,
2009,Other Special Revenue,Property Tax,0170,Re Est Tr,0.00,-1200000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144053.06,1658627.21,
2009,Other Special Revenue,Property Tax,0181,Per Prop,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-83305.27,0.00,
2009,Other Special Revenue,Property Tax,0182,Auto Ex,120644.53,103069.35,115312.05,83715.01,109219.68,57545.91,85013.43,72991.74,64972.55,89745.65,92441.40,119032.75,
2009,Other Special Revenue,Property Tax,0183,Boat Ex,4009.50,7400.49,-1465.49,174.60,885.60,-716.58,38.20,66.80,29.80,492.39,2715.66,7698.03,
2009,Other Special Revenue,Other Tax,0321,Gas Tax,349933.05,423601.68,420686.86,0.00,729332.63,340314.26,358344.18,338028.20,314927.84,333580.28,332000.35,369929.98,
2009,Other Special Revenue,Other Tax,0401,1040 Payments,0.00,0.00,0.00,1427980.95,0.00,0.00,896980.00,0.00,0.00,1482668.56,0.00,1535599.38,
2009,Other Special Revenue,Other Tax,0402,Withhold,0.00,0.00,-58791.00,0.00,0.00,-12335.00,0.00,0.00,0.00,0.00,0.00,0.00,
2009,Other Special Revenue,Other Tax,0621,Sale Tx,17.80,3935.59,23.04,7.77,0.25,11.25,-84.54,20.67,12.62,95.36,31.20,38.14,
2009,Other Special Revenue,Other Tax,0670,Nurse Tax,2449686.84,2458638.77,2350018.62,-20.00,5491148.00,2360556.00,2382569.03,2551557.83,2585683.97,2212429.20,2300331.02,1634790.64,
2009,Other Special Revenue,Other Tax,0671,Rs Treat,132494.34,136991.96,136572.58,0.00,255436.91,141491.17,88326.14,130269.83,143658.13,145695.63,168004.78,93728.83,
2009,Other Special Revenue,Other Tax,0675,Service Prov.,3632092.00,1685601.78,4328697.36,0.00,6252751.28,2954477.00,3865518.18,2993660.00,2793536.00,3154969.40,3086457.00,2972722.00,
2009,Other Special Revenue,Other Tax,0801,Rail Fr GF,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2009,Other Special Revenue,Other Tax,0906,Fir Inv Tx,352437.00,281975.02,336303.00,319282.98,343581.39,306954.61,186444.03,370817.93,-62666.31,-227602.13,250875.77,336072.55,
2009,Other Special Revenue,Other Tax,1419,Blueberry,0.00,0.00,0.00,50014.87,1403040.79,5611.52,1317.66,5000.00,121.57,0.00,5000.00,5000.00,
2009,Other Special Revenue,Other Tax,1901,Potato Tx,67609.08,32980.13,38519.16,49965.92,63533.37,52324.52,48968.34,54809.21,76493.39,50692.25,69620.30,87066.98,
